CommentCount,DownVotes,Outlier,Reputation,Score,UpVotes,ViewCount,Views,postId,userId
0,49,DownVotes,10647,2,683,0,1225,3748,603
9,49,DownVotes,10647,14,683,0,1225,3790,603
4,49,DownVotes,10647,2,683,0,1225,3792,603
1,49,DownVotes,10647,25,683,0,1225,3819,603
0,49,DownVotes,10647,3,683,3907,1225,3890,603
11,49,DownVotes,10647,6,683,0,1225,3992,603
5,49,DownVotes,10647,6,683,2461,1225,4017,603
2,49,DownVotes,10647,4,683,0,1225,4381,603
2,49,DownVotes,10647,-1,683,880,1225,4437,603
1,49,DownVotes,10647,3,683,0,1225,4622,603
8,49,DownVotes,10647,5,683,0,1225,4626,603
0,49,DownVotes,10647,1,683,0,1225,4804,603
0,49,DownVotes,10647,3,683,159,1225,6971,603
2,49,DownVotes,10647,9,683,315,1225,7336,603
0,49,DownVotes,10647,3,683,118,1225,7370,603
4,49,DownVotes,10647,6,683,144,1225,7817,603
0,49,DownVotes,10647,3,683,0,1225,11925,603
2,49,DownVotes,10647,4,683,142,1225,11975,603
7,49,DownVotes,10647,1,683,0,1225,11986,603
1,49,DownVotes,10647,7,683,0,1225,12214,603
1,49,DownVotes,10647,3,683,0,1225,12215,603
2,49,DownVotes,10647,3,683,0,1225,12217,603
5,49,DownVotes,10647,2,683,0,1225,12229,603
0,49,DownVotes,10647,1,683,0,1225,12801,603
0,49,DownVotes,10647,1,683,0,1225,13041,603
0,49,DownVotes,10647,2,683,0,1225,13042,603
0,49,DownVotes,10647,1,683,0,1225,13390,603
12,49,DownVotes,10647,16,683,0,1225,13429,603
0,49,DownVotes,10647,1,683,0,1225,13492,603
1,49,DownVotes,10647,2,683,0,1225,13507,603
0,49,DownVotes,10647,7,683,187,1225,13516,603
1,49,DownVotes,10647,3,683,0,1225,13748,603
2,49,DownVotes,10647,6,683,0,1225,13839,603
0,49,DownVotes,10647,5,683,0,1225,13982,603
1,49,DownVotes,10647,14,683,0,1225,14038,603
2,49,DownVotes,10647,1,683,0,1225,14105,603
0,49,DownVotes,10647,2,683,0,1225,14299,603
0,49,DownVotes,10647,5,683,0,1225,14680,603
3,49,DownVotes,10647,1,683,0,1225,15217,603
1,49,DownVotes,10647,1,683,0,1225,17269,603
3,49,DownVotes,10647,2,683,301,1225,17527,603
1,49,DownVotes,10647,5,683,0,1225,19485,603
0,49,DownVotes,10647,3,683,201,1225,20241,603
4,49,DownVotes,10647,1,683,0,1225,20573,603
7,49,DownVotes,10647,5,683,0,1225,20963,603
0,49,DownVotes,10647,1,683,0,1225,21123,603
6,49,DownVotes,10647,8,683,0,1225,21550,603
3,49,DownVotes,10647,3,683,0,1225,21908,603
0,49,DownVotes,10647,1,683,0,1225,22225,603
0,49,DownVotes,10647,1,683,0,1225,22365,603
0,49,DownVotes,10647,2,683,0,1225,23240,603
3,49,DownVotes,10647,0,683,105,1225,26256,603
4,49,DownVotes,10647,5,683,202,1225,27190,603
0,49,DownVotes,10647,1,683,152,1225,27202,603
0,49,DownVotes,10647,3,683,0,1225,28221,603
0,49,DownVotes,10647,0,683,0,1225,28415,603
3,49,DownVotes,10647,4,683,997,1225,29091,603
4,49,DownVotes,10647,1,683,0,1225,29633,603
2,49,DownVotes,10647,4,683,59,1225,29705,603
2,49,DownVotes,10647,1,683,0,1225,30231,603
1,49,DownVotes,10647,6,683,0,1225,30362,603
7,49,DownVotes,10647,9,683,818,1225,30652,603
0,49,DownVotes,10647,2,683,0,1225,30656,603
1,49,DownVotes,10647,3,683,0,1225,30891,603
11,49,DownVotes,10647,1,683,0,1225,30922,603
1,49,DownVotes,10647,3,683,0,1225,30923,603
1,49,DownVotes,10647,5,683,0,1225,31094,603
5,49,DownVotes,10647,3,683,0,1225,31168,603
1,49,DownVotes,10647,1,683,0,1225,31202,603
0,49,DownVotes,10647,3,683,0,1225,31996,603
3,49,DownVotes,10647,10,683,0,1225,32008,603
5,49,DownVotes,10647,1,683,0,1225,32470,603
4,49,DownVotes,10647,4,683,0,1225,32536,603
2,49,DownVotes,10647,3,683,0,1225,32603,603
0,49,DownVotes,10647,6,683,0,1225,32792,603
3,49,DownVotes,10647,4,683,132,1225,32833,603
22,49,DownVotes,10647,2,683,0,1225,32860,603
8,49,DownVotes,10647,-1,683,0,1225,33531,603
0,49,DownVotes,10647,2,683,0,1225,33532,603
3,49,DownVotes,10647,4,683,0,1225,33563,603
1,49,DownVotes,10647,9,683,0,1225,33602,603
4,49,DownVotes,10647,12,683,299,1225,34221,603
2,49,DownVotes,10647,6,683,0,1225,34241,603
0,49,DownVotes,10647,2,683,0,1225,34943,603
7,49,DownVotes,10647,1,683,114,1225,40819,603
1,49,DownVotes,10647,2,683,0,1225,44263,603
1,49,DownVotes,10647,1,683,0,1225,44324,603
2,49,DownVotes,10647,2,683,0,1225,44386,603
2,49,DownVotes,10647,2,683,0,1225,45477,603
2,49,DownVotes,10647,1,683,0,1225,45601,603
7,49,DownVotes,10647,17,683,0,1225,45831,603
4,49,DownVotes,10647,3,683,0,1225,45990,603
4,49,DownVotes,10647,12,683,0,1225,46020,603
3,49,DownVotes,10647,30,683,0,1225,46234,603
2,49,DownVotes,10647,9,683,0,1225,46602,603
0,49,DownVotes,10647,5,683,0,1225,47216,603
0,49,DownVotes,10647,1,683,0,1225,48309,603
0,49,DownVotes,10647,4,683,0,1225,48535,603
10,49,DownVotes,10647,10,683,0,1225,48867,603
0,49,DownVotes,10647,2,683,191,1225,49361,603
2,49,DownVotes,10647,2,683,0,1225,49387,603
15,49,DownVotes,10647,3,683,0,1225,49756,603
6,49,DownVotes,10647,3,683,0,1225,49914,603
1,49,DownVotes,10647,2,683,0,1225,50313,603
9,49,DownVotes,10647,5,683,0,1225,50320,603
0,49,DownVotes,10647,4,683,0,1225,50430,603
0,49,DownVotes,10647,1,683,0,1225,50769,603
3,49,DownVotes,10647,19,683,0,1225,50780,603
6,49,DownVotes,10647,5,683,0,1225,51828,603
5,49,DownVotes,10647,4,683,0,1225,51901,603
0,49,DownVotes,10647,1,683,0,1225,52478,603
0,49,DownVotes,10647,1,683,0,1225,52809,603
0,49,DownVotes,10647,0,683,76,1225,53089,603
0,49,DownVotes,10647,1,683,31,1225,53097,603
2,49,DownVotes,10647,3,683,0,1225,53232,603
3,49,DownVotes,10647,2,683,0,1225,53261,603
1,49,DownVotes,10647,3,683,0,1225,53310,603
0,49,DownVotes,10647,14,683,0,1225,56404,603
0,49,DownVotes,10647,1,683,0,1225,56410,603
0,49,DownVotes,10647,1,683,0,1225,56411,603
8,49,DownVotes,10647,3,683,0,1225,56639,603
14,49,DownVotes,10647,6,683,0,1225,56664,603
0,49,DownVotes,10647,3,683,0,1225,56880,603
6,49,DownVotes,10647,2,683,0,1225,57041,603
3,49,DownVotes,10647,1,683,0,1225,57055,603
0,49,DownVotes,10647,1,683,0,1225,57085,603
2,49,DownVotes,10647,3,683,155,1225,57172,603
0,49,DownVotes,10647,1,683,0,1225,57326,603
5,49,DownVotes,10647,2,683,298,1225,57551,603
5,49,DownVotes,10647,2,683,0,1225,57732,603
0,49,DownVotes,10647,4,683,94,1225,57940,603
6,49,DownVotes,10647,2,683,0,1225,57960,603
6,49,DownVotes,10647,10,683,421,1225,58107,603
0,49,DownVotes,10647,7,683,0,1225,59258,603
8,49,DownVotes,10647,7,683,0,1225,59533,603
5,49,DownVotes,10647,5,683,0,1225,60054,603
7,49,DownVotes,10647,3,683,0,1225,62119,603
6,49,DownVotes,10647,6,683,325,1225,62317,603
0,49,DownVotes,10647,1,683,40,1225,63195,603
0,49,DownVotes,10647,1,683,0,1225,63544,603
0,49,DownVotes,10647,2,683,0,1225,64133,603
0,49,DownVotes,10647,0,683,0,1225,64380,603
9,49,DownVotes,10647,6,683,126,1225,64766,603
2,49,DownVotes,10647,2,683,0,1225,65538,603
0,49,DownVotes,10647,1,683,0,1225,65633,603
2,49,DownVotes,10647,2,683,0,1225,66643,603
2,49,DownVotes,10647,3,683,0,1225,67880,603
7,49,DownVotes,10647,1,683,0,1225,69180,603
0,49,DownVotes,10647,5,683,0,1225,69305,603
10,49,DownVotes,10647,6,683,0,1225,70270,603
6,49,DownVotes,10647,5,683,0,1225,70805,603
7,49,DownVotes,10647,4,683,148,1225,71003,603
7,49,DownVotes,10647,1,683,0,1225,71261,603
11,49,DownVotes,10647,1,683,0,1225,71383,603
2,49,DownVotes,10647,0,683,0,1225,72980,603
10,49,DownVotes,10647,1,683,0,1225,75000,603
3,49,DownVotes,10647,3,683,0,1225,77335,603
16,49,DownVotes,10647,3,683,0,1225,77941,603
0,49,DownVotes,10647,1,683,0,1225,78312,603
0,49,DownVotes,10647,3,683,0,1225,79908,603
2,49,DownVotes,10647,1,683,0,1225,80264,603
4,49,DownVotes,10647,0,683,0,1225,81714,603
0,49,DownVotes,10647,2,683,0,1225,82740,603
6,49,DownVotes,10647,1,683,0,1225,83011,603
14,49,DownVotes,10647,2,683,0,1225,83502,603
10,49,DownVotes,10647,6,683,0,1225,84165,603
1,49,DownVotes,10647,3,683,0,1225,84183,603
2,49,DownVotes,10647,1,683,0,1225,84261,603
1,49,DownVotes,10647,1,683,0,1225,86179,603
0,49,DownVotes,10647,3,683,0,1225,86226,603
12,49,DownVotes,10647,3,683,0,1225,86447,603
11,49,DownVotes,10647,6,683,0,1225,86607,603
0,49,DownVotes,10647,5,683,0,1225,86686,603
0,49,DownVotes,10647,3,683,0,1225,92631,603
6,49,DownVotes,10647,23,683,0,1225,96741,603
0,49,DownVotes,10647,1,683,0,1225,97473,603
2,49,DownVotes,10647,3,683,45,1225,97663,603
4,49,DownVotes,10647,2,683,0,1225,97801,603
0,49,DownVotes,10647,0,683,0,1225,99518,603
3,49,DownVotes,10647,14,683,0,1225,99766,603
3,49,DownVotes,10647,4,683,0,1225,100327,603
6,49,DownVotes,10647,1,683,0,1225,100335,603
3,49,DownVotes,10647,4,683,87,1225,103253,603
1,49,DownVotes,10647,2,683,0,1225,103434,603
0,49,DownVotes,10647,6,683,0,1225,104035,603
3,49,DownVotes,10647,4,683,55,1225,108396,603
0,49,DownVotes,10647,2,683,0,1225,108420,603
0,49,DownVotes,10647,1,683,0,1225,109176,603
0,49,DownVotes,10647,4,683,0,1225,109193,603
3,49,DownVotes,10647,5,683,78,1225,111288,603
2,49,DownVotes,10647,6,683,121,1225,113124,603
0,49,DownVotes,10647,0,683,28,1225,115243,603
1,49,DownVotes,379,10,163,0,51,29001,615
13,49,DownVotes,379,8,163,268,51,43283,615
0,49,DownVotes,379,1,163,0,51,100431,615
0,49,DownVotes,379,16,163,0,51,103419,615
0,49,DownVotes,379,1,163,0,51,105268,615
0,82,DownVotes,44152,1,2156,0,7357,1190,686
0,82,DownVotes,44152,1,2156,0,7357,1191,686
0,82,DownVotes,44152,0,2156,0,7357,1192,686
1,82,DownVotes,44152,1,2156,0,7357,1193,686
0,82,DownVotes,44152,3,2156,0,7357,1225,686
3,82,DownVotes,44152,9,2156,0,7357,2716,686
0,82,DownVotes,44152,2,2156,0,7357,5624,686
2,82,DownVotes,44152,6,2156,0,7357,5625,686
1,82,DownVotes,44152,3,2156,0,7357,5723,686
2,82,DownVotes,44152,10,2156,0,7357,5751,686
1,82,DownVotes,44152,6,2156,0,7357,5752,686
1,82,DownVotes,44152,2,2156,0,7357,5784,686
3,82,DownVotes,44152,0,2156,0,7357,5835,686
3,82,DownVotes,44152,4,2156,0,7357,6082,686
1,82,DownVotes,44152,1,2156,0,7357,6202,686
1,82,DownVotes,44152,0,2156,0,7357,6213,686
1,82,DownVotes,44152,5,2156,0,7357,6617,686
1,82,DownVotes,44152,17,2156,0,7357,6938,686
0,82,DownVotes,44152,7,2156,290,7357,7053,686
1,82,DownVotes,44152,1,2156,0,7357,7289,686
1,82,DownVotes,44152,4,2156,0,7357,7539,686
1,82,DownVotes,44152,0,2156,0,7357,7541,686
1,82,DownVotes,44152,2,2156,0,7357,7643,686
0,82,DownVotes,44152,1,2156,0,7357,7783,686
0,82,DownVotes,44152,10,2156,251,7357,7785,686
0,82,DownVotes,44152,2,2156,0,7357,7875,686
3,82,DownVotes,44152,2,2156,0,7357,7913,686
12,82,DownVotes,44152,7,2156,0,7357,7938,686
0,82,DownVotes,44152,2,2156,0,7357,8066,686
1,82,DownVotes,44152,6,2156,0,7357,8067,686
0,82,DownVotes,44152,2,2156,0,7357,8258,686
4,82,DownVotes,44152,18,2156,0,7357,8312,686
0,82,DownVotes,44152,2,2156,0,7357,8402,686
3,82,DownVotes,44152,4,2156,0,7357,8403,686
2,82,DownVotes,44152,6,2156,0,7357,8539,686
1,82,DownVotes,44152,2,2156,0,7357,8540,686
1,82,DownVotes,44152,6,2156,0,7357,8560,686
5,82,DownVotes,44152,2,2156,0,7357,8621,686
3,82,DownVotes,44152,3,2156,0,7357,8719,686
0,82,DownVotes,44152,0,2156,0,7357,8720,686
2,82,DownVotes,44152,12,2156,0,7357,9005,686
2,82,DownVotes,44152,1,2156,0,7357,9070,686
4,82,DownVotes,44152,2,2156,0,7357,9231,686
1,82,DownVotes,44152,3,2156,0,7357,9632,686
0,82,DownVotes,44152,1,2156,0,7357,9633,686
0,82,DownVotes,44152,1,2156,0,7357,10504,686
0,82,DownVotes,44152,5,2156,0,7357,10761,686
1,82,DownVotes,44152,11,2156,0,7357,11320,686
0,82,DownVotes,44152,11,2156,0,7357,11321,686
0,82,DownVotes,44152,3,2156,82,7357,12105,686
0,82,DownVotes,44152,0,2156,0,7357,12106,686
2,82,DownVotes,44152,2,2156,0,7357,12126,686
0,82,DownVotes,44152,10,2156,0,7357,12166,686
4,82,DownVotes,44152,2,2156,0,7357,12218,686
0,82,DownVotes,44152,1,2156,0,7357,12278,686
0,82,DownVotes,44152,5,2156,0,7357,12279,686
0,82,DownVotes,44152,6,2156,0,7357,12280,686
0,82,DownVotes,44152,0,2156,0,7357,12340,686
5,82,DownVotes,44152,3,2156,0,7357,12366,686
1,82,DownVotes,44152,1,2156,0,7357,12367,686
1,82,DownVotes,44152,2,2156,0,7357,12436,686
2,82,DownVotes,44152,106,2156,0,7357,12745,686
0,82,DownVotes,44152,7,2156,0,7357,12760,686
5,82,DownVotes,44152,4,2156,0,7357,12833,686
2,82,DownVotes,44152,4,2156,0,7357,12834,686
0,82,DownVotes,44152,0,2156,0,7357,13295,686
0,82,DownVotes,44152,3,2156,1395,7357,13334,686
0,82,DownVotes,44152,1,2156,0,7357,13350,686
1,82,DownVotes,44152,2,2156,0,7357,13364,686
0,82,DownVotes,44152,0,2156,0,7357,13519,686
0,82,DownVotes,44152,2,2156,0,7357,13580,686
9,82,DownVotes,44152,5,2156,0,7357,13644,686
0,82,DownVotes,44152,1,2156,0,7357,13645,686
0,82,DownVotes,44152,0,2156,0,7357,13684,686
0,82,DownVotes,44152,6,2156,0,7357,13710,686
0,82,DownVotes,44152,2,2156,0,7357,13818,686
1,82,DownVotes,44152,2,2156,0,7357,13865,686
1,82,DownVotes,44152,14,2156,0,7357,14239,686
1,82,DownVotes,44152,3,2156,0,7357,14242,686
6,82,DownVotes,44152,2,2156,674,7357,14374,686
6,82,DownVotes,44152,4,2156,0,7357,14378,686
3,82,DownVotes,44152,5,2156,0,7357,14510,686
2,82,DownVotes,44152,3,2156,0,7357,14579,686
1,82,DownVotes,44152,3,2156,0,7357,14623,686
0,82,DownVotes,44152,1,2156,0,7357,14648,686
1,82,DownVotes,44152,2,2156,0,7357,14815,686
0,82,DownVotes,44152,1,2156,0,7357,14816,686
1,82,DownVotes,44152,0,2156,0,7357,14939,686
2,82,DownVotes,44152,2,2156,0,7357,14968,686
3,82,DownVotes,44152,2,2156,0,7357,15016,686
1,82,DownVotes,44152,0,2156,0,7357,15106,686
0,82,DownVotes,44152,1,2156,0,7357,15128,686
5,82,DownVotes,44152,4,2156,0,7357,15175,686
2,82,DownVotes,44152,0,2156,0,7357,15397,686
3,82,DownVotes,44152,11,2156,0,7357,15430,686
1,82,DownVotes,44152,6,2156,0,7357,15503,686
0,82,DownVotes,44152,5,2156,0,7357,15533,686
2,82,DownVotes,44152,2,2156,0,7357,15604,686
0,82,DownVotes,44152,1,2156,0,7357,15605,686
2,82,DownVotes,44152,1,2156,0,7357,15619,686
0,82,DownVotes,44152,1,2156,0,7357,15620,686
3,82,DownVotes,44152,3,2156,0,7357,15643,686
0,82,DownVotes,44152,3,2156,0,7357,15680,686
1,82,DownVotes,44152,1,2156,0,7357,15718,686
4,82,DownVotes,44152,1,2156,0,7357,15733,686
0,82,DownVotes,44152,3,2156,0,7357,15964,686
2,82,DownVotes,44152,3,2156,0,7357,16102,686
2,82,DownVotes,44152,3,2156,0,7357,16197,686
0,82,DownVotes,44152,1,2156,0,7357,16248,686
0,82,DownVotes,44152,5,2156,0,7357,16275,686
0,82,DownVotes,44152,1,2156,0,7357,16339,686
1,82,DownVotes,44152,2,2156,0,7357,16341,686
4,82,DownVotes,44152,2,2156,0,7357,16353,686
0,82,DownVotes,44152,5,2156,0,7357,16359,686
0,82,DownVotes,44152,0,2156,0,7357,16417,686
3,82,DownVotes,44152,1,2156,0,7357,16462,686
2,82,DownVotes,44152,4,2156,0,7357,16568,686
4,82,DownVotes,44152,1,2156,0,7357,16569,686
0,82,DownVotes,44152,1,2156,0,7357,16571,686
3,82,DownVotes,44152,3,2156,0,7357,16622,686
1,82,DownVotes,44152,2,2156,0,7357,16624,686
0,82,DownVotes,44152,9,2156,0,7357,16652,686
3,82,DownVotes,44152,3,2156,0,7357,16670,686
0,82,DownVotes,44152,0,2156,0,7357,16705,686
1,82,DownVotes,44152,3,2156,0,7357,16728,686
0,82,DownVotes,44152,1,2156,0,7357,16730,686
10,82,DownVotes,44152,6,2156,0,7357,16784,686
0,82,DownVotes,44152,2,2156,0,7357,16786,686
0,82,DownVotes,44152,2,2156,0,7357,16787,686
2,82,DownVotes,44152,5,2156,0,7357,16832,686
2,82,DownVotes,44152,1,2156,0,7357,16964,686
1,82,DownVotes,44152,4,2156,0,7357,16991,686
1,82,DownVotes,44152,3,2156,0,7357,17071,686
5,82,DownVotes,44152,6,2156,0,7357,17120,686
5,82,DownVotes,44152,4,2156,0,7357,17180,686
0,82,DownVotes,44152,2,2156,0,7357,17181,686
1,82,DownVotes,44152,2,2156,0,7357,17363,686
0,82,DownVotes,44152,0,2156,0,7357,17364,686
3,82,DownVotes,44152,22,2156,0,7357,17397,686
0,82,DownVotes,44152,1,2156,0,7357,17442,686
2,82,DownVotes,44152,3,2156,0,7357,17443,686
0,82,DownVotes,44152,1,2156,0,7357,17499,686
0,82,DownVotes,44152,1,2156,0,7357,17500,686
2,82,DownVotes,44152,11,2156,0,7357,17568,686
5,82,DownVotes,44152,6,2156,0,7357,17569,686
6,82,DownVotes,44152,4,2156,0,7357,17642,686
4,82,DownVotes,44152,1,2156,0,7357,17650,686
0,82,DownVotes,44152,3,2156,0,7357,17651,686
6,82,DownVotes,44152,2,2156,0,7357,17653,686
3,82,DownVotes,44152,1,2156,0,7357,17703,686
1,82,DownVotes,44152,2,2156,0,7357,17749,686
1,82,DownVotes,44152,1,2156,0,7357,17751,686
5,82,DownVotes,44152,0,2156,0,7357,17762,686
10,82,DownVotes,44152,1,2156,0,7357,17775,686
4,82,DownVotes,44152,1,2156,0,7357,17799,686
2,82,DownVotes,44152,1,2156,0,7357,17879,686
6,82,DownVotes,44152,3,2156,0,7357,18065,686
2,82,DownVotes,44152,11,2156,0,7357,18074,686
2,82,DownVotes,44152,2,2156,0,7357,18329,686
2,82,DownVotes,44152,3,2156,0,7357,18452,686
0,82,DownVotes,44152,2,2156,0,7357,18501,686
0,82,DownVotes,44152,9,2156,0,7357,18517,686
6,82,DownVotes,44152,6,2156,0,7357,18597,686
3,82,DownVotes,44152,4,2156,0,7357,18702,686
0,82,DownVotes,44152,4,2156,0,7357,18795,686
2,82,DownVotes,44152,0,2156,0,7357,18878,686
3,82,DownVotes,44152,2,2156,0,7357,18949,686
1,82,DownVotes,44152,3,2156,0,7357,18963,686
0,82,DownVotes,44152,1,2156,0,7357,19050,686
0,82,DownVotes,44152,2,2156,0,7357,19093,686
0,82,DownVotes,44152,2,2156,0,7357,19118,686
1,82,DownVotes,44152,2,2156,0,7357,19162,686
6,82,DownVotes,44152,3,2156,0,7357,19263,686
0,82,DownVotes,44152,4,2156,0,7357,19292,686
0,82,DownVotes,44152,0,2156,0,7357,19849,686
1,82,DownVotes,44152,9,2156,0,7357,19906,686
7,82,DownVotes,44152,3,2156,0,7357,19934,686
0,82,DownVotes,44152,0,2156,0,7357,20260,686
0,82,DownVotes,44152,1,2156,0,7357,20418,686
0,82,DownVotes,44152,0,2156,0,7357,20420,686
1,82,DownVotes,44152,5,2156,0,7357,20470,686
0,82,DownVotes,44152,0,2156,0,7357,20867,686
2,82,DownVotes,44152,2,2156,0,7357,20976,686
8,82,DownVotes,44152,33,2156,2172,7357,20977,686
1,82,DownVotes,44152,2,2156,0,7357,21005,686
0,82,DownVotes,44152,0,2156,0,7357,21038,686
1,82,DownVotes,44152,1,2156,0,7357,21158,686
4,82,DownVotes,44152,1,2156,0,7357,21159,686
0,82,DownVotes,44152,5,2156,0,7357,21232,686
0,82,DownVotes,44152,3,2156,0,7357,21325,686
3,82,DownVotes,44152,3,2156,0,7357,21475,686
0,82,DownVotes,44152,1,2156,0,7357,21617,686
0,82,DownVotes,44152,2,2156,0,7357,21640,686
2,82,DownVotes,44152,7,2156,0,7357,21755,686
0,82,DownVotes,44152,1,2156,0,7357,21756,686
0,82,DownVotes,44152,0,2156,0,7357,21845,686
0,82,DownVotes,44152,2,2156,0,7357,21904,686
0,82,DownVotes,44152,9,2156,2086,7357,22035,686
7,82,DownVotes,44152,6,2156,0,7357,22062,686
0,82,DownVotes,44152,1,2156,0,7357,22063,686
1,82,DownVotes,44152,1,2156,0,7357,22108,686
0,82,DownVotes,44152,8,2156,1689,7357,22406,686
0,82,DownVotes,44152,5,2156,0,7357,22513,686
0,82,DownVotes,44152,10,2156,0,7357,22515,686
5,82,DownVotes,44152,1,2156,0,7357,22516,686
0,82,DownVotes,44152,1,2156,0,7357,22535,686
7,82,DownVotes,44152,2,2156,0,7357,22598,686
5,82,DownVotes,44152,1,2156,0,7357,22606,686
7,82,DownVotes,44152,1,2156,0,7357,22637,686
0,82,DownVotes,44152,1,2156,0,7357,22728,686
2,82,DownVotes,44152,4,2156,0,7357,22770,686
0,82,DownVotes,44152,3,2156,0,7357,22790,686
0,82,DownVotes,44152,3,2156,0,7357,22887,686
1,82,DownVotes,44152,1,2156,0,7357,22918,686
0,82,DownVotes,44152,1,2156,0,7357,22973,686
0,82,DownVotes,44152,3,2156,0,7357,23077,686
1,82,DownVotes,44152,5,2156,0,7357,23082,686
2,82,DownVotes,44152,5,2156,0,7357,23094,686
2,82,DownVotes,44152,18,2156,0,7357,23124,686
0,82,DownVotes,44152,2,2156,0,7357,23273,686
1,82,DownVotes,44152,10,2156,0,7357,23544,686
0,82,DownVotes,44152,1,2156,0,7357,23604,686
5,82,DownVotes,44152,5,2156,0,7357,23605,686
4,82,DownVotes,44152,4,2156,0,7357,23635,686
3,82,DownVotes,44152,11,2156,0,7357,23636,686
2,82,DownVotes,44152,2,2156,0,7357,23688,686
0,82,DownVotes,44152,1,2156,0,7357,23738,686
4,82,DownVotes,44152,1,2156,0,7357,23877,686
0,82,DownVotes,44152,1,2156,0,7357,23917,686
4,82,DownVotes,44152,2,2156,0,7357,23940,686
2,82,DownVotes,44152,2,2156,0,7357,23958,686
4,82,DownVotes,44152,5,2156,0,7357,23968,686
0,82,DownVotes,44152,1,2156,0,7357,24048,686
0,82,DownVotes,44152,7,2156,0,7357,24119,686
10,82,DownVotes,44152,5,2156,219,7357,24155,686
5,82,DownVotes,44152,1,2156,0,7357,24167,686
6,82,DownVotes,44152,22,2156,0,7357,24208,686
0,82,DownVotes,44152,3,2156,0,7357,24210,686
3,82,DownVotes,44152,3,2156,0,7357,24231,686
2,82,DownVotes,44152,1,2156,0,7357,24273,686
0,82,DownVotes,44152,4,2156,0,7357,24316,686
0,82,DownVotes,44152,3,2156,0,7357,24320,686
0,82,DownVotes,44152,1,2156,0,7357,24356,686
1,82,DownVotes,44152,1,2156,0,7357,24453,686
3,82,DownVotes,44152,2,2156,0,7357,24470,686
2,82,DownVotes,44152,3,2156,0,7357,24748,686
14,82,DownVotes,44152,7,2156,0,7357,24763,686
0,82,DownVotes,44152,1,2156,0,7357,24805,686
0,82,DownVotes,44152,0,2156,0,7357,24812,686
7,82,DownVotes,44152,2,2156,0,7357,24856,686
7,82,DownVotes,44152,3,2156,0,7357,24858,686
2,82,DownVotes,44152,1,2156,0,7357,24999,686
4,82,DownVotes,44152,8,2156,0,7357,25093,686
4,82,DownVotes,44152,2,2156,0,7357,25224,686
2,82,DownVotes,44152,5,2156,0,7357,25246,686
0,82,DownVotes,44152,2,2156,0,7357,25252,686
0,82,DownVotes,44152,0,2156,0,7357,25303,686
3,82,DownVotes,44152,1,2156,0,7357,25496,686
2,82,DownVotes,44152,7,2156,0,7357,25541,686
4,82,DownVotes,44152,2,2156,0,7357,25687,686
5,82,DownVotes,44152,3,2156,0,7357,25830,686
7,82,DownVotes,44152,2,2156,0,7357,26023,686
2,82,DownVotes,44152,0,2156,0,7357,26068,686
0,82,DownVotes,44152,3,2156,0,7357,26069,686
2,82,DownVotes,44152,5,2156,0,7357,26174,686
0,82,DownVotes,44152,4,2156,0,7357,26201,686
6,82,DownVotes,44152,1,2156,0,7357,26203,686
3,82,DownVotes,44152,1,2156,0,7357,26272,686
0,82,DownVotes,44152,16,2156,0,7357,26306,686
0,82,DownVotes,44152,5,2156,0,7357,26308,686
1,82,DownVotes,44152,13,2156,0,7357,26309,686
1,82,DownVotes,44152,0,2156,0,7357,26319,686
7,82,DownVotes,44152,1,2156,0,7357,26351,686
0,82,DownVotes,44152,1,2156,0,7357,26353,686
0,82,DownVotes,44152,1,2156,0,7357,26374,686
0,82,DownVotes,44152,1,2156,0,7357,26384,686
4,82,DownVotes,44152,-1,2156,0,7357,26410,686
10,82,DownVotes,44152,3,2156,0,7357,26412,686
4,82,DownVotes,44152,2,2156,0,7357,26470,686
4,82,DownVotes,44152,2,2156,0,7357,26536,686
3,82,DownVotes,44152,1,2156,119,7357,26717,686
6,82,DownVotes,44152,3,2156,0,7357,26820,686
1,82,DownVotes,44152,5,2156,0,7357,27172,686
0,82,DownVotes,44152,4,2156,0,7357,27260,686
1,82,DownVotes,44152,3,2156,0,7357,27262,686
12,82,DownVotes,44152,1,2156,0,7357,27295,686
1,82,DownVotes,44152,1,2156,0,7357,27296,686
3,82,DownVotes,44152,6,2156,0,7357,27619,686
2,82,DownVotes,44152,1,2156,0,7357,27701,686
4,82,DownVotes,44152,7,2156,0,7357,27702,686
0,82,DownVotes,44152,6,2156,0,7357,27754,686
2,82,DownVotes,44152,1,2156,0,7357,27789,686
0,82,DownVotes,44152,1,2156,0,7357,27791,686
2,82,DownVotes,44152,2,2156,0,7357,27941,686
7,82,DownVotes,44152,0,2156,286,7357,28298,686
5,82,DownVotes,44152,2,2156,0,7357,28447,686
6,82,DownVotes,44152,3,2156,196,7357,28478,686
6,82,DownVotes,44152,5,2156,0,7357,28717,686
3,82,DownVotes,44152,4,2156,0,7357,28835,686
2,82,DownVotes,44152,1,2156,0,7357,28963,686
4,82,DownVotes,44152,2,2156,406,7357,29005,686
6,82,DownVotes,44152,1,2156,0,7357,29119,686
7,82,DownVotes,44152,6,2156,0,7357,29622,686
2,82,DownVotes,44152,3,2156,0,7357,29660,686
0,82,DownVotes,44152,1,2156,0,7357,29704,686
4,82,DownVotes,44152,1,2156,0,7357,29730,686
13,82,DownVotes,44152,3,2156,0,7357,29858,686
0,82,DownVotes,44152,1,2156,0,7357,29973,686
