,PostId,userId,Score,ViewCount,CommentCount
55053,67690,805.0,1,,0
55054,67692,686.0,3,,2
55055,67693,7290.0,0,,0
55056,67694,7290.0,0,,0
55057,67695,7290.0,0,,0
55058,67696,7290.0,0,,0
55059,67697,7290.0,0,,0
55060,67698,7290.0,0,,0
55061,67699,29271.0,0,,1
55062,67700,9394.0,6,,4
55063,67701,20273.0,1,89.0,0
55064,67702,29093.0,1,,0
55065,67703,686.0,2,,3
55066,67704,28808.0,2,779.0,4
55067,67707,9263.0,2,116.0,0
55068,67708,21599.0,1,,2
55069,67709,27881.0,1,46.0,6
55070,67710,21599.0,1,,0
55071,67711,805.0,3,,0
55072,67712,805.0,3,,0
55073,67713,29276.0,0,145.0,5
55074,67714,25259.0,2,,8
55075,67716,29277.0,1,388.0,3
55076,67719,1466.0,2,,0
55077,67720,3330.0,1,,0
55078,67721,29282.0,15,1286.0,9
55079,67723,805.0,12,,4
55080,67724,21766.0,3,492.0,8
55081,67725,199.0,5,197.0,3
55082,67726,28740.0,1,,0
55083,67727,17230.0,3,,0
55084,67728,6547.0,1,72.0,0
55085,67729,19815.0,3,,4
55086,67730,21599.0,3,,0
55087,67732,29287.0,1,60.0,3
55088,67733,29288.0,16,,2
55089,67734,26746.0,1,90.0,5
55090,67735,3277.0,1,,0
55091,67736,6141.0,1,104.0,0
55092,67737,22571.0,0,,0
55093,67739,13702.0,0,144.0,0
55094,67742,20016.0,0,179.0,4
55095,67744,28746.0,2,,14
55096,67745,8165.0,0,,7
55097,67746,3330.0,1,,3
55098,67747,5739.0,4,,1
55099,67748,29296.0,3,296.0,0
55100,67749,3262.0,1,,5
55101,67750,10088.0,1,339.0,4
55102,67751,13047.0,3,,0
55103,67752,27581.0,3,243.0,0
55104,67753,28606.0,0,58.0,5
55105,67754,29275.0,2,198.0,0
55106,67755,28940.0,4,189.0,0
55107,67756,4253.0,0,,0
55108,67757,29109.0,2,,3
55109,67758,25.0,1,,0
55110,67759,24341.0,3,,0
55111,67761,29298.0,0,45.0,1
55112,67762,25759.0,2,627.0,0
55113,67763,4253.0,2,,0
55114,67764,29299.0,5,101.0,5
55115,67765,7828.0,1,,0
55116,67766,29301.0,-1,66.0,2
55117,67767,4253.0,3,,3
55118,67768,7250.0,1,,0
55119,67769,17230.0,3,,3
55120,67770,28903.0,2,,0
55121,67771,29303.0,2,698.0,0
55122,67772,28916.0,1,,0
55123,67773,,2,,1
55124,67774,26338.0,4,,4
55125,67778,29087.0,0,,4
55126,67779,10026.0,2,81.0,8
55127,67780,25864.0,1,203.0,0
55128,67781,29302.0,1,59.0,0
55129,67782,29311.0,5,244.0,9
55130,67783,11759.0,2,318.0,8
55131,67784,10088.0,3,,0
55132,67786,29312.0,3,156.0,2
55133,67787,11748.0,1,,3
55134,67788,11748.0,1,,0
55135,67789,15997.0,2,36.0,0
55136,67790,16534.0,5,278.0,2
55137,67791,5739.0,5,121.0,0
55138,67792,7828.0,1,,1
55139,67793,29314.0,1,140.0,0
55140,67794,7828.0,1,,0
55141,67795,8451.0,1,,1
55142,67796,7828.0,3,,7
55143,67797,6768.0,0,,1
55144,67800,29317.0,1,32.0,1
55145,67801,10984.0,2,119.0,2
55146,67802,805.0,1,,0
55147,67803,5829.0,1,,0
55148,67804,28577.0,2,165.0,0
55149,67805,29319.0,3,162.0,1
55150,67806,3601.0,5,,2
55151,67807,22047.0,3,,17
55152,67808,-1.0,0,,0
55153,67809,21599.0,0,,0
55154,67810,-1.0,0,,0
55155,67811,21599.0,0,,0
55156,67812,-1.0,0,,0
55157,67813,21599.0,0,,0
55158,67814,-1.0,0,,0
55159,67815,21599.0,0,,0
55160,67816,20776.0,0,,2
55161,67817,22571.0,1,68.0,4
55162,67818,-1.0,0,,0
55163,67819,21599.0,0,,0
55164,67821,-1.0,0,,0
55165,67822,21599.0,0,,0
55166,67825,29324.0,5,93.0,0
55167,67827,29325.0,2,672.0,2
55168,67828,29087.0,1,,3
55169,67829,9964.0,1,,0
55170,67830,2817.0,6,,2
55171,67831,29087.0,0,,2
55172,67833,29326.0,1,,0
55173,67835,25433.0,0,,0
55174,67836,23853.0,1,,0
55175,67837,29329.0,2,194.0,2
55176,67838,29330.0,1,134.0,0
55177,67839,15978.0,2,271.0,0
55178,67840,29331.0,0,270.0,2
55179,67841,14556.0,0,137.0,10
55180,67842,23853.0,3,,1
55181,67843,10584.0,6,283.0,3
55182,67844,686.0,4,,0
55183,67846,29187.0,3,,2
55184,67848,20556.0,1,423.0,3
55185,67849,22047.0,5,,2
55186,67850,29336.0,1,33.0,0
55187,67853,5739.0,1,,1
55188,67854,29337.0,0,255.0,1
55189,67855,5739.0,3,,0
55190,67856,29341.0,1,52.0,5
55191,67858,29342.0,1,,0
55192,67859,29115.0,0,48.0,0
55193,67860,12833.0,2,,2
55194,67861,12833.0,1,,2
55195,67862,19815.0,0,,0
55196,67864,6633.0,1,,0
55197,67865,26471.0,2,172.0,1
55198,67866,24864.0,2,199.0,3
55199,67867,29068.0,2,313.0,1
55200,67869,12833.0,1,,4
55201,67870,22452.0,0,,6
55202,67871,4485.0,0,185.0,7
55203,67872,12833.0,2,,4
55204,67873,29020.0,1,129.0,0
55205,67874,28500.0,1,,2
55206,67875,12833.0,0,,0
55207,67877,28916.0,3,,0
55208,67878,29020.0,2,,0
55209,67879,28090.0,1,85.0,3
55210,67880,603.0,3,,2
55211,67881,,3,130.0,1
55212,67882,28053.0,2,78.0,0
55213,67883,22452.0,1,,1
55214,67884,8165.0,1,,4
55215,67885,23790.0,1,,1
55216,67887,7290.0,2,,0
55217,67888,27255.0,2,36.0,4
55218,67889,10598.0,3,63.0,0
55219,67890,26919.0,0,,0
55220,67891,29350.0,0,,0
55221,67892,29353.0,0,53.0,0
55222,67893,29072.0,2,102.0,0
55223,67894,4505.0,1,,0
55224,67895,686.0,1,,1
55225,67896,27050.0,1,,2
55226,67897,29355.0,4,1266.0,1
55227,67898,29354.0,1,50.0,1
55228,67899,23790.0,2,,3
55229,67900,4505.0,3,,0
55230,67901,686.0,3,,1
55231,67902,29166.0,1,28.0,0
55232,67903,2817.0,8,491.0,2
55233,67905,29319.0,4,112.0,4
55234,67906,24634.0,1,77.0,1
55235,67907,,6,261.0,3
55236,67908,20836.0,1,,0
55237,67909,29185.0,1,59.0,0
55238,67911,29359.0,5,945.0,5
55239,67913,29361.0,0,148.0,1
55240,67914,28524.0,4,,0
55241,67915,28411.0,1,94.0,1
55242,67916,1390.0,4,134.0,4
55243,67917,6248.0,3,,1
55244,67918,7706.0,8,,1
55245,67919,4505.0,6,,2
55246,67920,29362.0,0,81.0,1
55247,67921,22047.0,2,,0
55248,67922,686.0,1,,3
55249,67923,28052.0,1,81.0,9
55250,67924,30117.0,1,353.0,3
55251,67925,29363.0,3,357.0,1
55252,67926,29364.0,2,338.0,2
55253,67927,805.0,4,,0
55254,67928,7706.0,0,,0
55255,67929,29093.0,0,,0
55256,67930,29093.0,1,,0
55257,67931,29366.0,3,173.0,2
55258,67932,29093.0,0,,0
55259,67933,27861.0,3,,2
55260,67934,29371.0,1,10.0,0
55261,67935,11101.0,2,79.0,0
55262,67936,9007.0,20,470.0,7
55263,67937,29370.0,2,131.0,0
55264,67938,14589.0,3,453.0,6
55265,67939,29068.0,9,,14
55266,67940,12566.0,1,158.0,0
55267,67941,,1,,2
55268,67943,601.0,2,,2
55269,67944,29374.0,1,,0
55270,67945,29376.0,3,,1
55271,67948,23772.0,2,,2
55272,67950,29383.0,0,,0
55273,67952,27556.0,0,,0
55274,67953,29187.0,3,,2
55275,67954,29384.0,0,35.0,2
55276,67955,29386.0,2,157.0,6
55277,67956,7459.0,2,156.0,4
55278,67957,29020.0,0,,0
55279,67958,24097.0,-1,67.0,0
55280,67959,686.0,5,,0
55281,67961,29020.0,10,,2
55282,67962,22047.0,1,,4
55283,67963,7883.0,0,,0
55284,67964,29385.0,4,114.0,1
55285,67965,2392.0,1,,0
55286,67967,7639.0,1,62.0,2
55287,67968,29327.0,0,178.0,0
55288,67969,4253.0,3,,1
55289,67970,8165.0,1,,0
55290,67971,29393.0,1,71.0,0
55291,67972,24864.0,0,,0
55292,67973,22571.0,2,139.0,4
55293,67976,15978.0,0,91.0,8
55294,67977,1764.0,1,,0
55295,67978,26267.0,2,468.0,7
55296,67979,29395.0,1,277.0,2
55297,67982,5739.0,9,,3
55298,67984,25759.0,0,143.0,0
55299,67985,686.0,2,,4
55300,67986,14826.0,0,260.0,0
55301,67988,887.0,1,,0
55302,67989,,0,,2
55303,67990,16362.0,1,195.0,5
55304,67991,919.0,3,,0
55305,67993,20395.0,5,174.0,0
55306,67995,27681.0,3,182.0,0
55307,67996,8960.0,1,,6
55308,67997,919.0,2,,14
55309,67998,15978.0,1,325.0,0
55310,67999,23607.0,4,233.0,2
55311,68000,26338.0,4,,5
55312,68001,11409.0,1,85.0,4
55313,68002,6000.0,8,,0
55314,68004,29400.0,2,70.0,0
55315,68005,29403.0,4,449.0,5
55316,68006,3919.0,1,,1
55317,68007,12492.0,5,200.0,4
55318,68008,29404.0,4,125.0,5
55319,68009,279.0,2,,1
55320,68011,6552.0,3,719.0,5
55321,68012,23607.0,3,68.0,0
55322,68013,5829.0,1,,2
55323,68014,5829.0,7,,3
55324,68015,7290.0,4,,1
55325,68016,29407.0,1,71.0,1
55326,68017,29404.0,7,214.0,1
55327,68018,7339.0,1,76.0,0
55328,68019,10744.0,2,92.0,1
55329,68020,29109.0,2,,2
55330,68021,919.0,5,,1
55331,68022,,9,,6
55332,68023,29093.0,0,,0
55333,68026,,4,,5
55334,68027,18612.0,0,,4
55335,68028,11554.0,1,33.0,0
55336,68029,8451.0,1,,3
55337,68030,28746.0,7,149.0,8
55338,68031,29410.0,2,,0
55339,68032,16294.0,4,124.0,1
55340,68034,29412.0,-1,,1
55341,68035,4733.0,4,288.0,4
55342,68036,7250.0,7,,0
55343,68037,3803.0,2,154.0,2
55344,68039,,3,,1
55345,68040,7486.0,2,,0
55346,68041,805.0,5,,4
55347,68042,29415.0,3,,2
55348,68043,29415.0,1,,0
55349,68044,26194.0,3,48.0,0
55350,68045,27276.0,4,,0
55351,68047,27556.0,1,,2
55352,68048,10760.0,1,57.0,0
55353,68049,28437.0,3,494.0,3
55354,68050,18535.0,3,90.0,2
55355,68052,27556.0,1,,0
55356,68053,29423.0,1,450.0,7
55357,68054,14556.0,1,155.0,1
55358,68055,27202.0,1,52.0,0
55359,68056,22047.0,1,,1
55360,68057,29424.0,1,115.0,0
55361,68058,27276.0,1,,2
55362,68060,29419.0,1,186.0,0
55363,68061,26357.0,3,,0
55364,68062,22468.0,0,,0
55365,68063,18535.0,0,,0
55366,68064,9811.0,4,244.0,10
55367,68066,26267.0,0,139.0,0
55368,68067,29430.0,0,,0
55369,68068,22047.0,3,,6
55370,68069,29432.0,2,1215.0,6
55371,68070,10598.0,2,140.0,0
55372,68071,29433.0,1,256.0,4
55373,68072,1764.0,2,,3
55374,68073,28746.0,0,,2
55375,68074,29435.0,4,156.0,5
55376,68075,13555.0,2,,0
55377,68077,12548.0,8,942.0,6
55378,68078,29437.0,1,103.0,1
55379,68080,25675.0,5,3435.0,2
55380,68081,26140.0,0,130.0,4
55381,68082,26140.0,2,86.0,4
55382,68083,702.0,0,,0
55383,68084,279.0,4,,2
55384,68085,8927.0,2,,0
55385,68086,20556.0,0,2846.0,2
55386,68087,3310.0,6,588.0,8
55387,68090,28988.0,1,96.0,4
55388,68091,29438.0,2,56.0,0
55389,68092,7250.0,8,,2
55390,68095,21054.0,10,,1
55391,68096,919.0,2,,0
55392,68098,8525.0,2,,0
55393,68099,29442.0,3,119.0,3
55394,68100,8525.0,1,76.0,2
55395,68101,28279.0,2,278.0,1
55396,68102,29443.0,3,235.0,0
55397,68103,29446.0,4,,0
55398,68104,29445.0,1,166.0,0
55399,68105,29444.0,4,321.0,9
55400,68106,29447.0,7,1387.0,1
55401,68108,10830.0,0,351.0,2
55402,68109,8402.0,3,,0
55403,68110,29453.0,3,86.0,4
55404,68111,29454.0,2,70.0,8
55405,68112,279.0,1,,1
55406,68113,29445.0,2,123.0,4
55407,68114,4505.0,5,,7
55408,68115,8402.0,3,199.0,0
55409,68116,17590.0,1,137.0,0
55410,68117,29452.0,1,,0
55411,68118,29363.0,2,,0
55412,68120,21240.0,3,,1
55413,68121,279.0,1,,2
55414,68122,27340.0,0,,0
55415,68123,26338.0,3,,0
55416,68124,15997.0,1,308.0,3
55417,68125,9994.0,1,147.0,0
55418,68126,2392.0,4,,2
55419,68127,27556.0,1,,0
55420,68129,29068.0,3,264.0,2
55421,68130,29460.0,5,50.0,0
55422,68131,29458.0,3,161.0,0
55423,68132,17817.0,3,95.0,2
55424,68133,21599.0,1,,9
55425,68135,21599.0,2,,11
55426,68137,3310.0,1,225.0,5
55427,68139,27861.0,3,,2
55428,68140,29461.0,2,4123.0,2
55429,68141,805.0,3,,0
55430,68142,29463.0,3,173.0,0
55431,68143,159.0,3,,0
55432,68144,29433.0,2,,3
55433,68145,21983.0,2,42.0,0
55434,68146,29464.0,1,33.0,0
55435,68147,2958.0,2,,0
55436,68148,887.0,5,,0
55437,68149,11805.0,2,,0
55438,68150,24055.0,0,310.0,0
55439,68151,7787.0,3,3003.0,1
55440,68152,22047.0,7,,0
55441,68153,5795.0,2,,4
55442,68154,29433.0,1,,3
55443,68155,22047.0,2,,0
55444,68156,2392.0,1,,5
55445,68157,12329.0,1,347.0,1
55446,68158,29470.0,1,108.0,0
55447,68159,2958.0,4,,0
55448,68160,27556.0,0,,1
55449,68161,10119.0,0,,0
55450,68162,29474.0,3,180.0,5
55451,68163,16789.0,-5,,7
55452,68164,22047.0,8,,0
55453,68166,29475.0,0,,0
55454,68167,26748.0,0,388.0,1
55455,68168,29476.0,6,257.0,4
55456,68169,29477.0,0,87.0,5
55457,68170,7787.0,0,377.0,6
55458,68171,4733.0,8,245.0,2
55459,68172,29171.0,1,172.0,2
55460,68173,22047.0,3,,0
55461,68174,1764.0,5,,0
55462,68177,20928.0,3,91.0,4
55463,68178,8388.0,0,105.0,2
55464,68180,7290.0,6,,2
55465,68181,29183.0,4,436.0,11
55466,68182,28500.0,1,,0
55467,68183,9013.0,4,172.0,3
55468,68184,22047.0,4,,0
55469,68185,29452.0,1,,0
55470,68186,29482.0,-3,,2
55471,68187,2221.0,4,79.0,6
55472,68188,4856.0,7,,3
55473,68189,2958.0,4,,1
55474,68190,14860.0,0,,10
55475,68191,919.0,4,,0
55476,68192,8927.0,3,,1
55477,68194,26658.0,1,433.0,0
55478,68195,29447.0,1,,0
55479,68197,29487.0,0,158.0,4
55480,68198,4505.0,2,,0
55481,68201,29475.0,2,,6
55482,68202,12329.0,1,124.0,2
55483,68203,919.0,2,,4
55484,68205,17072.0,1,1957.0,4
55485,68206,27681.0,1,51.0,0
55486,68207,805.0,1,,1
55487,68208,6534.0,4,114.0,2
55488,68209,29494.0,3,,0
55489,68210,26220.0,2,232.0,7
55490,68212,28746.0,1,,2
55491,68213,29452.0,2,100.0,0
55492,68214,19692.0,3,73.0,5
55493,68215,29495.0,1,68.0,1
55494,68216,22062.0,1,39.0,0
55495,68217,16888.0,1,23.0,0
55496,68218,20917.0,2,144.0,5
55497,68219,24097.0,5,312.0,7
55498,68221,4903.0,1,139.0,0
55499,68223,27590.0,1,85.0,1
55500,68224,7883.0,0,,0
55501,68225,686.0,1,,4
55502,68226,686.0,4,,4
55503,68227,29499.0,0,221.0,2
55504,68229,26181.0,0,65.0,6
55505,68230,20980.0,1,64.0,1
55506,68231,29475.0,1,,1
55507,68232,21240.0,4,,6
55508,68233,27306.0,1,,0
55509,68235,29503.0,-2,,2
55510,68236,29504.0,0,747.0,2
55511,68237,1764.0,0,,3
55512,68238,919.0,9,,0
55513,68239,686.0,2,,0
55514,68240,29505.0,1,60.0,3
55515,68241,29507.0,1,,0
55516,68242,15934.0,0,45.0,0
55517,68243,1764.0,2,505.0,1
55518,68244,686.0,1,,0
55519,68245,7787.0,3,277.0,0
55520,68246,28746.0,5,,0
55521,68247,11799.0,2,128.0,4
55522,68248,3488.0,3,,0
55523,68249,29508.0,1,97.0,0
55524,68250,25814.0,2,175.0,0
55525,68251,1764.0,1,,0
55526,68252,27150.0,1,64.0,2
55527,68253,29137.0,4,291.0,0
55528,68254,16534.0,1,254.0,2
55529,68255,20776.0,2,,0
55530,68257,29512.0,2,82.0,1
55531,68258,3382.0,4,,3
55532,68259,29514.0,4,86.0,1
55533,68260,29507.0,1,,0
55534,68261,29137.0,5,1103.0,6
55535,68262,16939.0,0,,0
55536,68263,805.0,3,,0
55537,68264,29517.0,1,273.0,0
55538,68265,28808.0,1,51.0,4
55539,68266,159.0,5,,1
55540,68268,29519.0,9,,1
55541,68269,29520.0,1,36.0,0
55542,68270,29282.0,4,156.0,9
55543,68271,29507.0,3,,4
55544,68274,29522.0,2,603.0,10
55545,68276,12436.0,1,64.0,0
55546,68277,5509.0,3,124.0,0
55547,68278,26338.0,3,,0
55548,68279,3794.0,5,201.0,0
55549,68280,11941.0,2,75.0,0
55550,68281,686.0,3,,0
55551,68282,3382.0,0,,0
55552,68283,16939.0,0,,3
55553,68284,8694.0,1,44.0,0
55554,68285,13837.0,1,,2
55555,68286,14650.0,1,106.0,0
55556,68287,28916.0,1,,0
55557,68288,6640.0,7,,5
55558,68289,27317.0,1,153.0,0
55559,68290,29528.0,3,1375.0,1
55560,68291,,4,454.0,0
55561,68292,1764.0,3,,2
55562,68293,14860.0,0,,5
55563,68294,21054.0,4,,0
55564,68296,9394.0,0,,2
55565,68297,7290.0,4,,1
55566,68299,29531.0,2,54.0,2
55567,68300,9394.0,3,,5
55568,68301,22047.0,3,,3
55569,68302,29532.0,0,183.0,7
55570,68304,19917.0,0,50.0,3
55571,68305,29522.0,2,,3
55572,68306,13702.0,0,94.0,5
55573,68307,17230.0,2,,0
55574,68308,6534.0,1,,0
55575,68309,17239.0,0,244.0,0
55576,68310,3382.0,0,,0
55577,68311,3382.0,1,,0
55578,68312,29535.0,1,282.0,0
55579,68313,12329.0,0,51.0,2
55580,68314,12329.0,1,75.0,1
55581,68315,16939.0,0,,0
55582,68316,16939.0,4,,1
55583,68317,29537.0,2,66.0,4
55584,68319,28746.0,1,,0
55585,68320,29507.0,3,,0
55586,68321,29541.0,2,444.0,1
55587,68322,24865.0,1,,0
55588,68323,28120.0,3,151.0,2
55589,68324,7828.0,1,,0
55590,68325,7828.0,1,,2
55591,68326,28120.0,6,,0
55592,68327,27183.0,1,,3
55593,68328,28316.0,0,,4
55594,68329,16059.0,2,80.0,0
55595,68330,7733.0,6,,4
55596,68331,6546.0,0,48.0,3
55597,68332,27577.0,2,59.0,0
55598,68333,20917.0,1,194.0,3
55599,68334,253.0,1,94.0,1
55600,68336,29176.0,1,62.0,1
55601,68337,24199.0,0,102.0,4
55602,68339,25846.0,2,55.0,6
55603,68340,8165.0,3,,0
55604,68341,28472.0,1,115.0,6
55605,68342,29547.0,3,49.0,6
55606,68345,14556.0,0,71.0,6
55607,68347,10530.0,0,,2
55608,68348,25.0,1,,0
55609,68349,29183.0,1,1411.0,0
55610,68350,25339.0,3,,6
55611,68351,29550.0,0,128.0,3
55612,68352,27879.0,0,29.0,5
55613,68353,28746.0,0,,2
55614,68354,26267.0,2,824.0,0
55615,68358,28288.0,0,59.0,2
55616,68359,573.0,2,,2
55617,68360,29342.0,1,,1
55618,68361,28294.0,1,111.0,0
55619,68363,29552.0,1,330.0,0
55620,68366,4764.0,2,83.0,1
55621,68367,5739.0,8,,9
55622,68368,29556.0,1,69.0,5
55623,68372,3406.0,2,72.0,7
55624,68374,17230.0,2,,0
55625,68375,8451.0,1,,0
55626,68376,29560.0,1,47.0,1
55627,68377,9640.0,3,193.0,6
55628,68378,7616.0,2,198.0,0
55629,68379,27763.0,0,87.0,4
55630,68380,17301.0,0,178.0,6
55631,68381,159.0,1,,1
55632,68383,9640.0,1,,5
55633,68384,12436.0,1,,0
55634,68385,29553.0,1,113.0,0
55635,68387,29137.0,0,42.0,2
55636,68388,29068.0,0,283.0,2
55637,68389,25944.0,4,138.0,0
55638,68391,27783.0,1,218.0,2
55639,68394,29567.0,4,2811.0,2
55640,68395,159.0,8,,3
55641,68396,29447.0,2,,1
55642,68397,3019.0,3,,0
55643,68398,29568.0,1,,0
55644,68399,,10,,0
55645,68401,29570.0,0,93.0,2
55646,68402,28732.0,3,,0
55647,68403,26553.0,5,337.0,0
55648,68404,22047.0,6,,2
55649,68405,,1,91.0,2
55650,68409,17230.0,5,,1
55651,68410,27581.0,0,,0
55652,68411,27581.0,0,,0
55653,68412,29575.0,1,131.0,0
55654,68413,9162.0,0,46.0,0
55655,68414,29576.0,2,119.0,0
55656,68416,29578.0,0,137.0,7
55657,68417,29579.0,2,91.0,5
55658,68419,29577.0,1,88.0,0
55659,68420,686.0,1,,1
55660,68421,12329.0,0,563.0,1
55661,68422,686.0,4,,1
55662,68424,29021.0,3,437.0,6
55663,68425,29581.0,1,238.0,7
55664,68426,27900.0,1,110.0,3
55665,68427,12329.0,1,58.0,1
55666,68428,686.0,3,,4
55667,68431,29183.0,2,1003.0,0
55668,68432,159.0,3,,3
55669,68433,3382.0,2,,5
55670,68435,8451.0,6,,3
55671,68436,11475.0,3,208.0,0
55672,68437,19815.0,0,,0
55673,68439,29586.0,1,128.0,2
55674,68440,25919.0,2,82.0,2
55675,68441,29585.0,2,37.0,0
55676,68442,,0,142.0,1
55677,68443,17230.0,3,,2
55678,68444,15978.0,0,39.0,4
55679,68445,28903.0,1,,0
55680,68446,7883.0,0,,0
55681,68447,12436.0,2,,2
55682,68448,12329.0,2,267.0,0
55683,68449,29587.0,2,49.0,0
55684,68450,919.0,3,,1
55685,68451,5295.0,2,23.0,0
55686,68453,29590.0,1,78.0,1
55687,68454,12141.0,5,739.0,8
55688,68455,7733.0,1,,1
55689,68456,28903.0,2,,0
55690,68457,10619.0,0,28.0,2
55691,68458,29592.0,2,61.0,0
55692,68459,7883.0,1,,0
55693,68461,25.0,1,,0
55694,68462,9677.0,1,,0
55695,68463,9162.0,2,115.0,0
55696,68464,28538.0,1,101.0,0
55697,68465,25.0,2,,0
55698,68467,29021.0,1,39.0,8
55699,68468,29536.0,1,41.0,2
55700,68469,,3,,3
55701,68470,22047.0,2,,2
55702,68471,29507.0,1,,0
55703,68472,29065.0,1,376.0,3
55704,68473,8451.0,1,,0
55705,68474,,1,,9
55706,68475,29596.0,-1,415.0,5
55707,68476,,3,443.0,2
55708,68477,29598.0,1,102.0,3
55709,68480,27866.0,0,,0
55710,68482,29601.0,0,55.0,4
55711,68483,11413.0,1,20.0,0
55712,68485,28903.0,1,,0
55713,68487,29604.0,1,148.0,1
55714,68488,29595.0,3,250.0,0
55715,68490,919.0,4,,0
55716,68491,26749.0,0,54.0,2
55717,68492,5739.0,1,,0
55718,68493,3310.0,0,272.0,0
55719,68494,12329.0,0,239.0,5
55720,68496,1764.0,2,,7
55721,68497,26835.0,3,,0
55722,68498,29608.0,0,86.0,2
55723,68499,501.0,0,,0
55724,68501,28260.0,0,99.0,0
55725,68503,1764.0,2,,3
55726,68504,919.0,4,,5
55727,68505,805.0,0,,0
55728,68506,601.0,1,,2
55729,68507,29611.0,1,,0
55730,68508,12329.0,2,153.0,0
55731,68509,29613.0,0,119.0,2
55732,68510,29612.0,1,74.0,2
55733,68511,601.0,0,,0
55734,68513,28903.0,2,,5
55735,68514,20776.0,3,,2
55736,68515,20776.0,0,,0
55737,68516,29617.0,0,,0
55738,68517,28903.0,1,,0
55739,68518,9162.0,1,78.0,7
55740,68519,601.0,1,,0
55741,68520,29618.0,2,63.0,0
55742,68522,18334.0,1,68.0,0
55743,68523,892.0,2,,2
55744,68524,29623.0,0,88.0,2
55745,68525,29621.0,3,89.0,1
55746,68526,19815.0,2,,2
55747,68528,29620.0,2,34.0,7
55748,68529,28732.0,1,,1
55749,68530,28904.0,0,,0
55750,68531,21599.0,3,,0
55751,68532,29629.0,0,162.0,5
55752,68533,29630.0,1,30.0,0
55753,68534,27581.0,0,,0
55754,68535,27581.0,0,,0
55755,68536,26338.0,0,,0
55756,68537,26338.0,0,,0
55757,68538,25867.0,2,74.0,0
55758,68539,27581.0,0,,0
55759,68540,27581.0,0,,0
55760,68541,686.0,2,,5
55761,68542,29631.0,1,681.0,0
55762,68543,17025.0,0,77.0,3
55763,68544,9013.0,1,,0
55764,68545,29634.0,1,95.0,7
55765,68548,28732.0,1,,1
55766,68549,29208.0,1,37.0,0
55767,68550,28732.0,0,,1
55768,68551,29636.0,4,65.0,2
55769,68552,21982.0,-1,,0
55770,68553,9928.0,2,476.0,2
55771,68554,13702.0,0,204.0,11
55772,68555,6389.0,2,177.0,4
55773,68557,919.0,1,,0
55774,68558,27158.0,3,201.0,8
55775,68559,22311.0,1,,0
55776,68560,919.0,0,,0
55777,68561,919.0,0,,0
55778,68562,9162.0,3,623.0,2
55779,68566,26338.0,0,,0
55780,68567,26338.0,0,,0
55781,68568,25165.0,1,81.0,1
55782,68569,27581.0,0,,0
55783,68570,27581.0,0,,0
55784,68571,13041.0,-1,,1
55785,68572,29635.0,1,,0
55786,68573,29644.0,0,73.0,1
55787,68575,-1.0,0,,0
55788,68576,-1.0,0,,0
55789,68577,26338.0,5,,1
55790,68579,9964.0,6,,9
55791,68581,29608.0,0,37.0,0
55792,68582,29611.0,1,,0
55793,68583,3382.0,1,,2
55794,68585,22047.0,0,,0
55795,68588,29648.0,0,1754.0,2
55796,68589,29597.0,7,357.0,7
55797,68590,24982.0,5,,0
55798,68592,28746.0,1,,0
55799,68594,7787.0,1,70.0,5
55800,68596,20363.0,4,392.0,5
55801,68597,25656.0,0,126.0,3
55802,68599,7787.0,2,89.0,4
55803,68600,3468.0,1,,1
55804,68601,29653.0,2,354.0,10
55805,68602,8871.0,0,,0
55806,68603,29627.0,2,327.0,4
55807,68604,29654.0,1,,3
55808,68605,25.0,0,,1
55809,68606,28746.0,1,,2
55810,68607,29183.0,0,114.0,5
55811,68608,13947.0,1,,2
55812,68609,27581.0,0,,0
55813,68610,27581.0,0,,0
55814,68613,-1.0,0,,0
55815,68614,27581.0,0,,0
55816,68615,-1.0,0,,0
55817,68616,27581.0,0,,0
55818,68617,27556.0,2,,1
55819,68618,13090.0,1,20.0,0
55820,68619,686.0,2,,0
55821,68620,-1.0,0,,0
55822,68621,27581.0,0,,0
55823,68623,9738.0,0,,6
55824,68625,7290.0,8,,2
55825,68626,-1.0,0,,0
55826,68627,27581.0,0,,0
55827,68628,7290.0,2,,1
55828,68629,25936.0,1,,6
55829,68630,29658.0,0,113.0,3
55830,68631,27250.0,0,75.0,1
55831,68632,12257.0,2,481.0,2
55832,68634,16529.0,0,92.0,4
55833,68635,4505.0,2,,2
55834,68636,805.0,4,,8
55835,68637,,2,168.0,2
55836,68638,919.0,3,,2
55837,68639,17817.0,1,137.0,0
55838,68640,29597.0,0,,0
55839,68641,22571.0,1,63.0,3
55840,68642,29663.0,3,189.0,3
55841,68643,29597.0,0,,0
55842,68644,21167.0,5,1229.0,0
55843,68645,27576.0,0,,2
55844,68646,29617.0,0,,0
55845,68647,29617.0,3,,4
55846,68648,29617.0,2,,0
55847,68650,23853.0,4,,1
55848,68651,21167.0,0,,0
55849,68652,17908.0,1,,0
55850,68655,27403.0,1,,0
55851,68656,29667.0,0,,0
55852,68657,26748.0,0,,0
55853,68658,16765.0,2,,0
55854,68660,29187.0,2,,2
55855,68661,805.0,1,,0
55856,68662,29672.0,19,3967.0,2
55857,68663,29673.0,-2,237.0,1
55858,68664,21840.0,1,288.0,0
55859,68665,21599.0,3,,0
55860,68666,29068.0,0,,0
55861,68667,26338.0,0,,0
55862,68668,26338.0,0,,0
